BIBLIOTECA_ID,Tipo,Indirizzo,CAP,COMUNE,PROVINCIA,Telefono,Fax,Mail,Web,Generale_Storica,Informativa_Divulgativa,Specializzata,CENTROCAT,Edificio_Monumentale,Secolo_Costruzione,Denominazione_Edificio,Centro_Storico,Periferia,Frazione,Superficie_Adibita_Al_Pubblico,Superficie_Totale,Posti_Lettura,Nome_Sistema,Lun_Apertura_Mattina,Lun_Chiusura_Mattina,Lun_Apertura_Pomeriggio,Lun_Chiusura_Pomeriggio,Lun_Apertura_Sera,Lun_Chiusura_Sera,Mar_Apertura_Mattina,Mar_Chiusura_Mattina,Mar_Apertura_Pomeriggio,Mar_Chiusura_Pomeriggio,Mar_Apertura_Sera,Mar_Chiusura_Sera,Mer_Apertura_Mattina,Mer_Chiusura_Mattina,Mer_Apertura_Pomeriggio,Mer_Chiusura_Pomeriggio,Mer_Apertura_Sera,Mer_Chiusura_Sera,Gio_Apertura_Mattina,Gio_Chiusura_Mattina,Gio_Apertura_Pomeriggio,Gio_Chiusura_Pomeriggio,Gio_Apertura_Sera,Gio_Chiusura_Sera,Ven_Apertura_Mattina,Ven_Chiusura_Mattina,Ven_Apertura_Pomeriggio,Ven_Chiusura_Pomeriggio,Ven_Apertura_Sera,Ven_Chiusura_Sera,Sab_Apertura_Mattina,Sab_Chiusura_Mattina,Sab_Apertura_Pomeriggio,Sab_Chiusura_Pomeriggio,Sab_Apertura_Sera,Sab_Chiusura_Sera,Dom_Apertura_Mattina,Dom_Chiusura_Mattina,Dom_Apertura_Pomeriggio,Dom_Chiusura_Pomeriggio,Dom_Apertura_Sera,Dom_Chiusura_Sera,Direttore_Responsabile,Personale_Tempo_Pieno,Personale_Tempo_Parziale,Personale_Contratto_A_Termine,Obiettori_Di_Coscienza,Volontari,Fondo_Moderno,Fondo_Ragazzi,Fondo_Antico,Incunaboli,Cinquecentine,Musicali_1,Stampati_Totali,Manoscritti_Totale,Codici,Codici_Antichi_XVI_Sec,Pergamene,Carteggi,Autografi,Musicali,Cessati,Correnti,Periodici_Totale,Dischi_CD,Audiocassette,Nastri_Magnetici,VHS_Videonastri,DVD,Diapositive,Microfilm,Filmine,Microfiches,CDROM,Altre_Risorse_Elettroniche,Materiale_Audio_Video,Stampe_Incisioni,Disegni,Fotografie,Carte_Geografiche_Mappe,Manifesti,Materiali_Grafici_Totale
200812016001,Biblioteca Civica Bodio Lomnago,"Piazza  Don Beniamino Gandini, 2",21020,Bodio Lomnago,VA,0332949542,0332949520,biblioteca@comune.bodio-lomnago.va.it,,0,1,0,0,0,0,,1,0,0,390,390,0,Valli dei Mulini,00:00,00:00,16:00,18:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,16:00,18:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,16:00,18:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Marco Franzetti,0,1,0,0,1,11881,3124,0,0,0,0,11881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200812017001,Biblioteca Comunale,"piazza della Chiesa, 2",21020,Brebbia,VA,0332770283,0332771264,bibliobrebbia@comune.brebbia.va.it,www.sblaghi.it,0,1,0,0,0,0,,1,0,0,20,40,12,dei Laghi,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,14:30,17:30,00:00,00:00,10:00,12:00,00:00,00:00,00:00,00:00,00:00,00:00,15:00,17:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,09:00,12:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,0,1,0,0,1,7500,1500,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0
200812019001,Biblioteca Comunale,"via G. Cerini, 2",21030,Brenta,VA,0332603668,,bibliotecadibrenta@libero.it,www.sblaghi.it,0,1,0,0,0,0,,1,0,0,50,50,20,dei Laghi,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,14:00,18:00,00:00,00:00,00:00,00:00,14:00,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,14:00,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,0,0,2,0,0,7028,1400,0,0,0,0,7028,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,20,0,33,0,0,0,0,0,0
200812021001,Biblioteca Comunale,"piazza  Generale Enrico Riziero Galvaligi, 2",21030,Brinzio,VA,,,info@biblio.brinzio.va.it,www.biblio.brinzio.va.it,0,1,0,0,0,0,,1,0,0,60,60,6,dei Laghi,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,21:00,22:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,16:00,17:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Maurizio Soldano,0,0,0,0,1,5345,1511,0,0,0,2,5347,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,500,0,0,0,10,0,632,0,0,500,0,0,500
200812023001,Biblioteca Comunale,"piazza San Rocco, 2",21022,Brunello,VA,0332458316,,biblioteca@bibliotecabrunello.191.it,,0,1,0,0,1,19,,1,0,0,45,45,8,Valli dei Mulini,00:00,00:00,15:00,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,15:00,17:00,00:00,00:00,00:00,00:00,15:00,17:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,09:00,12:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Andrea Pozzi,0,1,0,0,1,3018,1385,0,0,0,0,3018,0,0,0,0,0,0,0,0,1,1,206,0,0,14,26,0,0,0,0,0,0,246,0,0,0,0,0,0
200812025001,Biblioteca Comunale,via Cavour,21020,Buguggiate,VA,0332890255,,buguggiate@bibliotechevalbossa.it,www.bibliotechevalbossa.it,0,1,0,0,0,0,,1,0,0,124,124,18,,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,15:00,19:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,15:00,19:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Andriolo Massimo,0,1,0,0,0,6681,2735,0,0,0,0,6681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200812026001,Biblioteca Comunale,"via Marliani, 7",21052,Busto Arsizio,VA,0331635123,0331633531,biblioteca@comune.bustoarsizio.va.it,www.comune.bustoarsizio.va.it,0,1,0,0,1,17,Palazzo Marliani Cicogna,1,0,0,930,1720,162,Busto Arsizio-Valle Olona,09:00,12:30,14:30,19:00,00:00,00:00,09:00,12:30,14:30,19:00,00:00,00:00,09:00,12:30,14:30,19:00,00:00,00:00,09:00,12:30,14:30,19:00,00:00,00:00,09:00,12:30,14:30,19:00,00:00,00:00,09:00,12:30,14:30,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Vaccani Loredana,10,2,1,2,0,182478,0,3683,0,32,0,186193,42,0,0,7,11,24,0,1505,268,1773,239,0,0,25,1418,0,4,0,1,757,0,2444,0,0,0,0,0,0
200812029001,Biblioteca Comunale,"via Dante Alighieri, 40",21050,Cairate,VA,0331360140,0331360788,bibliotecacairate@virgilio.it,http://www.sbgallarate.it/biblioteche/cairate/  OPPURE www.comune.cairate.va.it,0,1,0,0,1,20,ex casa del fascio,1,0,0,130,150,30,Antonio Panizzi di Gallarate,00:00,00:00,15:00,19:00,00:00,00:00,11:00,12:00,15:00,19:00,00:00,00:00,00:00,00:00,15:00,19:00,00:00,00:00,00:00,00:00,15:00,19:00,00:00,00:00,11:00,12:00,15:00,19:00,00:00,00:00,09:30,12:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Di Salvatore Daniela,1,0,0,3,1,10012,3409,0,0,0,0,10012,0,0,0,0,0,0,0,16,25,41,16,20,0,252,105,100,0,0,0,50,0,543,0,0,100,0,0,100
200812030001,Biblioteca Comunale,"piazza Monte Grappa, 1",21050,Cantello,VA,0332418630,0332418508,biblioteca@comune.cantello.va.it,www.comune.cantello.va.it,0,1,0,0,0,0,,1,0,0,128,141,15,Valli dei Mulini,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,14:00,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,14:00,18:00,00:00,00:00,10:00,12:00,00:00,00:00,00:00,00:00,09:00,13:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Antico Isabella,0,1,0,0,1,9987,2886,0,0,0,0,9987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200812031001,Biblioteca Comunale,"via Mameli, 1",21032,Caravate,VA,0332601124,,DICARA09@bibliotecacaravate.191.it,www.sblaghi.it,0,1,0,0,0,0,,1,0,0,90,117,15,dei Laghi,00:00,00:00,14:30,16:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,14:30,17:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Peloso Zoraide,0,0,0,0,1,8250,0,0,0,0,0,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200812032001,Biblioteca Civica Gianni Rodari,"via Torre, 2",21010,Cardano al Campo,VA,0331266238,0331266277,biblioteca@comune.cardanoalcampo.va.it,http://www.sbgallarate.it/biblioteche/cardano_al_campo/,0,1,0,0,0,0,,1,0,0,230,380,52,Antonio Panizzi di Gallarate,10:00,12:00,00:00,00:00,00:00,00:00,10:00,12:00,14:30,18:30,00:00,00:00,00:00,00:00,14:30,18:30,00:00,00:00,10:00,12:00,14:30,18:30,00:00,00:00,10:00,12:00,00:00,00:00,00:00,00:00,09:00,12:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Mistretta Filomena,2,0,0,0,0,17491,5310,0,0,0,0,17491,0,0,0,0,0,0,0,0,52,52,0,0,0,313,323,0,0,0,0,10,0,646,0,0,0,0,0,0
200812033001,Biblioteca Comunale,"via Libertà, 3",21040,Carnago,VA,0331993321,,bibliotecacarnago@libero.it,http://www.sbgallarate.it/biblioteche/carnago/,0,1,0,0,0,0,,1,0,0,120,158,40,Antonio Panizzi di Gallarate,00:00,00:00,15:30,18:30,00:00,00:00,00:00,00:00,15:30,19:00,00:00,00:00,09:30,13:00,00:00,00:00,00:00,00:00,00:00,00:00,15:30,19:00,00:00,00:00,09:30,13:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Zancaner Margherita,0,1,0,0,0,10682,3371,0,0,0,0,10682,0,0,0,0,0,0,0,0,14,14,0,0,0,34,49,0,0,0,0,0,0,83,0,0,0,0,0,0
200812034001,Biblioteca Comunale,"via Capo Sile, 77",21042,Caronno Pertusella,VA,029658072,029658072,biblioteca@comune.caronnopertusella.va.it,www.comune.caronnopertusella.va.it,0,1,0,0,0,0,,1,0,0,210,221,50,di Saronno,00:00,00:00,00:00,00:00,00:00,00:00,09:30,11:30,15:30,18:30,00:00,00:00,09:30,11:30,15:30,18:30,00:00,00:00,00:00,00:00,15:30,18:30,00:00,00:00,00:00,00:00,15:30,18:30,00:00,00:00,09:30,11:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,DIANI CRISTINA,1,0,0,0,0,12715,2555,0,0,0,0,12715,0,0,0,0,0,0,0,0,7,7,2,0,0,13,4,0,0,0,0,1,0,20,0,0,0,0,0,0
200812035001,Biblioteca Comunale,"via Alessandro Manzoni, 4",21040,Caronno Varesino,VA,0331980275,,biblioteca@comune.caronnovaresino.va.it,http://www.comune.caronnovaresino.va.it/ufficiBiblioteca.html,0,1,0,0,0,0,,1,0,0,151,205,20,Valli dei Mulini,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,15:00,18:00,00:00,00:00,00:00,00:00,15:00,18:00,00:00,00:00,00:00,00:00,15:00,18:00,00:00,00:00,10:00,12:00,15:00,18:00,00:00,00:00,10:00,12:00,00:00,00:00,00:00,00:00,10:00,12:00,00:00,00:00,00:00,00:00,Salmaso Gianni,1,0,0,0,1,14325,4100,7243,0,12,0,21580,0,0,0,0,0,0,0,1,19,20,106,12,0,557,209,0,0,0,0,9,0,893,0,0,0,1,0,1
200812038001,Biblioteca Comunale,"largo Alcide De Gasperi, 1",21020,Casciago,VA,0332211062,,bibliocasciago@hotmail.com,,0,1,0,0,1,19,,1,0,0,154,190,25,Valli dei Mulini,00:00,00:00,15:30,19:00,00:00,00:00,10:00,13:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,15:30,19:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,10:00,12:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,0,0,1,0,0,10852,2000,0,0,0,0,10852,0,0,0,0,0,0,0,0,0,0,30,0,0,292,5,0,0,0,0,3,0,330,0,0,0,0,0,0
200812039001,Biblioteca Comunale,Via De Amicis 3,21011,Casorate Sempione,VA,0331290267,,biblioteca.casorate@gmail.com,http://www.sbgallarate.it/casorate-sempione/,0,1,0,0,0,0,,1,0,0,262,300,45,Antonio Panizzi di Gallarate,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,15:00,18:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,15:00,18:30,00:00,00:00,10:00,12:30,00:00,00:00,00:00,00:00,10:00,12:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Cattoretti Anna,0,1,0,0,1,13039,4350,0,0,0,0,13039,0,0,0,0,0,0,0,0,19,19,20,0,0,202,164,0,0,0,0,17,0,403,0,0,0,0,0,0
200812040001,Biblioteca Comunale,"via Giuseppe Ungaretti, 2",21012,Cassano Magnago,VA,0331204289,0331204254,bibliotecacomunale@cassano-magnago.it,http://www.sbgallarate.it/biblioteche/cassano_magnago,0,1,0,0,0,0,,0,1,0,400,400,72,Antonio Panizzi di Gallarate,00:00,00:00,00:00,00:00,20:30,22:30,00:00,00:00,14:30,18:30,00:00,00:00,09:00,12:30,00:00,00:00,00:00,00:00,00:00,00:00,14:30,18:30,00:00,00:00,09:00,12:30,14:30,18:30,00:00,00:00,00:00,00:00,14:30,18:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Marchesan Flavia,4,0,0,1,0,56679,17130,0,0,0,0,56679,0,0,0,0,0,0,0,0,41,41,24,23,0,418,354,0,0,0,0,168,0,987,0,0,0,0,0,0
200812041001,Biblioteca Comunale,"via IV Novembre, 4",21030,Cassano Valcuvia,VA,0332995519,0332995520,biblioteca@comune.cassanovalcuvia.va.it,www.sblaghi.it,0,1,0,0,0,0,,1,0,0,50,50,15,dei Laghi,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,15:30,18:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,10:30,13:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,0,0,0,0,1,3413,0,0,0,0,0,3413,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,0,0,0,0,6,0,45,0,0,0,0,0,0
200812042001,Biblioteca Comunale,"piazza Castegnate, 2 bis",21053,Castellanza,VA,0331503696,0331483294,biblioteca@comune.castellanza.va.it,www.comune.castellanza.va.it,0,1,0,0,0,0,,1,0,0,704,750,115,Busto Arsizio-Valle Olona,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,14:30,18:30,00:00,00:00,00:00,00:00,14:30,18:30,00:00,00:00,00:00,00:00,14:30,18:30,00:00,00:00,10:00,12:30,14:30,18:30,00:00,00:00,10:00,12:30,14:30,18:30,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,Maini Lidia,1,2,0,1,0,35568,0,0,0,0,0,35568,0,0,0,0,0,0,0,2,66,68,881,306,0,821,783,72,0,0,0,250,0,3113,0,0,0,0,0,0
200812043001,Biblioteca Comunale,"via Asilo, 13",21030,Castello Cabiaglio,VA,0332435928,,info@comune.castellocabiaglio.va.it,,0,1,0,0,0,0,,1,0,0,35,35,10,dei Laghi,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,15:00,17:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,,0,0,0,0,1,2400,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
